videoId,channelId,title,description,publishAt,videoUrl
CQOfKX3AVRQ,UCAQ0cPyo9_xDVLZJsW9DOUQ,ASMR MUKBANG || Nutritious Drink _ 2 Liter Milk &amp; 3 Eggs &amp; Coffee &amp;Sugar ☕,ASMR_MattStonie#Tanboykun_Giant#gallon# GOOD VIDEOS? LIKE/FAV&SHARE!! 2.5 liter Milk & 3 raw eggs & Coffee &Sugar it ...,2021-06-07T22:43:59Z,https://www.youtube.com/watch?v=CQOfKX3AVRQ
492BNYsqLng,UCw5hxC9BldHV8cU8PgbNY9g,0 Calorie mukbang!!!    low calorie asmr sounds,Because there are ZERO calories on some snacks in this video it was a 0 calories mukbang! ➜ SUBSCRIBE: http://goo.gl/n63S8O ...,2022-05-14T12:25:31Z,https://www.youtube.com/watch?v=492BNYsqLng
tuFzz8tMwj4,UCKdWiLFHhMlnc9AtnAuDqLA,Mukbang Ayam krispy Utuh 🔥🔥🔥 #asmr #mukbang #shorts,,2022-06-20T10:18:56Z,https://www.youtube.com/watch?v=tuFzz8tMwj4
C7aM5Io2IHU,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐶🐶Oli&amp;nomy: Oli&amp;nomy VS.🍖RAW Food [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | FEB/04/2023 EP.,Oli&nomy: Oli&nomy VS.  RAW Food [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | FEB/04/2023 EP. | Premium ...,2023-02-04T13:36:45Z,https://www.youtube.com/watch?v=C7aM5Io2IHU
lkOXZZ6mzQ8,UCv4wnNz8y4rrnG3y9cuMaQA,ASMR MUKBANG TELUR GULUNG 1 Kg Auto Gagal Diet,Follow Instagram ku untuk mengetahui beberapa info: @fahmimiasmr https://instagram.com/fahmimiasmr/ ASMR adalah ...,2020-12-28T13:09:03Z,https://www.youtube.com/watch?v=lkOXZZ6mzQ8
Re3nDWRzcOk,UCJf7bkqs_-s6TBgydlpZEOQ,Asmr ayam penyet sambel ijo |cooking asmr #shorts   #asmr #mukbang #asmrmasak #asmrindonesia,Asmr ayam penyet sambel ijo pedasss mantapp| cooking asmr | asmr indonesia ASMR adalah singkatan dari Autonomous ...,2022-07-19T15:06:48Z,https://www.youtube.com/watch?v=Re3nDWRzcOk
4yZ9ywPuV4Q,UCp4LfMtDfoa29kTlLnqQ5Mg,ASMR BEST CRUNCH *Fresh SEAGRAPES + TOBIKO EGGS (EXTREME CRUNCH EATING SOUNDS) NO TALKING | SAS-ASMR,SAS-ASMR X2 https://www.youtube.com/channel/UCbSUrXvI0HWmbg_oo6crO5g/videos 3Dio Binaural (Ear to Ear Eating ...,2019-04-28T23:00:00Z,https://www.youtube.com/watch?v=4yZ9ywPuV4Q
MSD0tggXwnI,UCddpdb202GM3741symCLVDA,BIKIN ORANG GAGAL DIET😆#mukbang #asmr #viral #avenrustiadi#subscribe#indomietelor,,2023-01-04T09:54:31Z,https://www.youtube.com/watch?v=MSD0tggXwnI
wjNBttYT2vQ,UCZekjcejW18a-g3_V9FSIBw,BLACKPINK EATING MOMENTS|| ASMR &amp; MUKBANG With BLACKPINK|| 2021,Hi Blinks   I was so hungry while making this video     Thanks for Watching and I hope you guys enjoy BLACKPINK eating ...,2021-10-16T12:15:05Z,https://www.youtube.com/watch?v=wjNBttYT2vQ
QVNQ_ueTv7M,UCjHdtaphH2GrRH0nvjvwrhA,ASMR JASUKE FULL TOPING | CEMILAN DIET,Dalam video ini aku makan jasuke dengan telor rebus #Mukbang #ASMR #jasuke #bundaainunofficial ASMR adalah singkatan ...,2023-01-10T10:37:06Z,https://www.youtube.com/watch?v=QVNQ_ueTv7M
IvSbNakCKHI,UCBxn4M3Iy_uaubNwkbr6Bcw,ASMR MUKBANG UDANG PEDAS + MADU DIET by LuxxSlim.id,ASMR MUKBANG UDANG PEDAS + MADU DIET by LuxxSlim.id Hello!! Hari ini saya makan udang pedas + slimming jamu ...,2021-06-24T04:00:04Z,https://www.youtube.com/watch?v=IvSbNakCKHI
fC4xCpM4nD0,UCP4HDt6WghVHmgsE4R_qjbA,MUKBANG ASMR / LALAPAN DAUN BAWANG SAMBEL TERASI IKAN NILA GORENG,MUKBANG ASMR / LALAPAN DAUN BAWANG SAMBEL TERASI IKAN NILA GORENG salam madang seperti biasa makan lagi ...,2023-02-03T10:20:32Z,https://www.youtube.com/watch?v=fC4xCpM4nD0
584wqXkVYGE,UCT4kOQ629ycy23NaY9lD8mQ,"ASMR MUKBANG HEALTHY SNACK CONVENIENCE STORE|| FITBAR, HEAVENLY BLUSH, CIMORY|| MUKBANG INDONESIA","hai guyss, apa kabar ? Kali ini aku mau mukbang aneka cemilan sehat, ada fitbar , heavenly blush, slim fit dan aku minumnya ...",2022-07-30T10:00:04Z,https://www.youtube.com/watch?v=584wqXkVYGE
Bv7Hw2dDflQ,UCpko_-a4wgz2u_DgDgd9fqA,Americans &amp; Koreans Swap School Lunches,"""Yours looks like a meal!"" Subscribe to BuzzFeed's newest channel, Cocoa Butter!: https://www.youtube.com/CocoaButter/ Credits: ...",2020-01-31T19:00:00Z,https://www.youtube.com/watch?v=Bv7Hw2dDflQ
7aRInE1_gMA,UCx_7Isnu10jfrlV7m1Fz06A,ASMR MUKBANG | BLACK BEAN NOODLE SPICY OCTOPUS MUSHROOM🐙 SEAFOOD BOIL 짜파게티 쭈꾸미 볶음 먹방 EATING SOUND,BLACKBEANNOODLE #OCTOPUS #MUKBANG Hello. Today's menu is spicy stir-fried baby octopus and black bean noodles and ...,2021-03-07T13:30:01Z,https://www.youtube.com/watch?v=7aRInE1_gMA
0kDgu9b-lbE,UCdcZhYtGKo8n1VRLgxMe_hA,ASMR CHICKEN FETTUCINI ALFREDO MUKBANG feat. Elsarca from XO TEAM,"Hello guys, today my friend Elsarca and I have prepared a very tasty and unusual video for you. Today, we will do ASMR ...",2022-08-03T12:00:02Z,https://www.youtube.com/watch?v=0kDgu9b-lbE
7o9giuHh1bY,UCIafb9ExBkh4WsCOagZssZA,ASMR MUKBANG| 편의점 직접 만든 불닭 떡볶이 양념치킨 김밥 디저트 먹방 &amp; 레시피 FRIED CHICKEN AND Tteokbokki EATING,먹방 #ASMR #MUKBANG #편의점 #편의점먹방 #매운편의점 문의메일 sulgi506@gmail.com 인스타 ...,2020-08-29T13:45:01Z,https://www.youtube.com/watch?v=7o9giuHh1bY
clblZzITpek,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR MUKBANG MOZZARELLA CORN DOGS &amp; MCDONALDS COPYCAT CHICKEN NUGGETS | COOKING &amp; EATING SOUNDS,"Join me on Fanhouse for exclusive content, extra mukbang videos, early access to YouTube videos, custom requests and more!",2022-10-13T01:54:45Z,https://www.youtube.com/watch?v=clblZzITpek
JRHETuUao7w,UCs21kKftlwrXIAHRiwQFoNg,ASMR | Eating Emoji Foods 🍭🍉🍏🥑🍦🍅🍌🍪🥒🌽 Different Eating Sounds Tiktok Compilation 吃表情符号食物,trendfood #emojifood #mukbang #emojieating #eatingemojifood #foods #tiktok #challenge #trend.,2022-01-28T08:30:28Z,https://www.youtube.com/watch?v=JRHETuUao7w
4K_8dZGepHg,UCzZ5pFm1RqrOkSW199IgbIA,KING CRAB SEAFOOD BOIL MUKBANG | CHEESE ALFREDO SAUCE | SEAFOOD MUKBANG | ASMR EATING | ASMR FOOD,Asmr Eating /ASMR MUKBANG | FRIED KING CRAB SEAFOOD BOIL MUKBANG | KING CRAB SEAFOOD BOIL MUKBANG ...,2023-02-06T01:01:49Z,https://www.youtube.com/watch?v=4K_8dZGepHg
2NY1FrIPGLA,UCKb70WX4ZK6keP1yEQppLeg,MUKBANG KOREAN FOOD ASMR 🤯🥶,,2022-09-01T18:19:03Z,https://www.youtube.com/watch?v=2NY1FrIPGLA
h_AB93cg09Y,UC-fOzirlhz6HNVXT1uy7MBQ,"ASMR MOCHI ICE CREAM 🍦 FROST BITE CHOCO LAVA, AICE DURIAN MOCHI, JOYDAY MOCHI STRAWBERY, PADDLE POP","Kali ini aku mukbang ASMR banyak Mochi Ice Cream nih. Ada Glico Wings Frost Bite Choco Lava, Aice Durian Mochi, Joyday ...",2022-09-03T10:00:22Z,https://www.youtube.com/watch?v=h_AB93cg09Y
ZnN4yyoRbTM,UCDUTwIwkYhvT3mgs_8_0lvQ,MUKBANG ENAK🔥‼️ BIKIN BOROS NASI ❌DIET | ASMR INDONESIA,"Makan enak dengan jengkol geprek sambel setan... bikin kalap‼️ . Terimakasih untuk yg sudah mampir di channel Amelia eats, ...",2021-05-08T21:48:14Z,https://www.youtube.com/watch?v=ZnN4yyoRbTM
FZVX8teFAs4,UC-fOzirlhz6HNVXT1uy7MBQ,MAKNYOS! KOMPILASI ASMR BAKSO MONSTER PEDAS BAKSO SERA SIMO 🔥 MUKBANG ASMR INDONESIA,"Kompilasi aku makan Bakso super pedas dari Bakso sera simo yg gede-gede dan murah harganya. Happy New Year 2022, ...",2022-01-01T10:00:46Z,https://www.youtube.com/watch?v=FZVX8teFAs4
v3BViobOiiw,UCLw-X5Ux-h6gG6rHSVyXqVw,Sanggupkah mukbang 6 bungkus Indomie Goreng? | Gagal diet lagi 🤭 | ASMR INDONESIA,Here's to order   Instagram @scarlett_whitening (https://www.instagram.com/scarlett_whitening/) shopee ...,2021-09-07T13:23:10Z,https://www.youtube.com/watch?v=v3BViobOiiw
XavkTbhv03A,UCIyymiO_baki6h5celTxkWg,Kulineran di Pangandaran #baksopedas #baksoberanak #mukbang #asmr #baksosapi #baksoaci #kuahbakso,,2022-05-06T12:02:33Z,https://www.youtube.com/watch?v=XavkTbhv03A
I4u0oX_d7zE,UCI_OvtzK82eTL8KIRQ8G_EA,🤎🤎🤎 #shorts #mukbang #asmr #hair,,2023-01-09T15:55:31Z,https://www.youtube.com/watch?v=I4u0oX_d7zE
jkQc_pEXqjA,UCN2Qt0Ha-fyU8D01jDbiwKw,ASMR Mukbang Food: Eating Plants Vs Zombie Real Life (No Talking),Plants Vs Zombies : zombie eating plants Eating Plants Vs Zombie Real Life ASMR 4K Today's special dish is Plants Vs Zombie ...,2020-03-23T08:13:23Z,https://www.youtube.com/watch?v=jkQc_pEXqjA
pSFKNjzQRcU,UCOANcFMVFVOl0B_Qnayo18A,ASMR MUKBANG BURGER DIET HEALTHY FASTFOOD? MUKBANG INDONESIA | ASMR INDONESIA | Robius ASMR,ASMR MUKBANG BURGER DIET HEALTHY FASTFOOD? MUKBANG INDONESIA | ASMR INDONESIA Menu yang saya makan ...,2021-02-27T08:15:52Z,https://www.youtube.com/watch?v=pSFKNjzQRcU
lrgeRhBDpEE,UCcMC9kkiwKzpwlavj4ZZsKg,waht do you feel ? #shorts #mukbang #asmr #asmreating,"please subsribe https://www.youtube.com/@omdodik this video about : ASMR,MUKBANG,MUKBANG ASMR,먹방,EATING ...",2022-12-09T10:00:33Z,https://www.youtube.com/watch?v=lrgeRhBDpEE
gAulCE9knFg,UCCuC3tJoSXBsX75wcLehsog,리얼 밥도둑!!🦀알 그득한 간장게장+양념게장 10Kg 쌓아두고 먹방ㅣ Soy &amp; Spicy Seasoned raw Crab ASMR MUKBANGㅣReal Mukbang 리얼먹방,델킷 밥도둑 알배기 간장게장&양념게장⭐️ https://smartstore.naver.com/delkit/products/7656312253 호호홋 ❤️ 하찌님들 !,2023-02-06T12:00:23Z,https://www.youtube.com/watch?v=gAulCE9knFg
7ypWmNzvRB8,UCKYCbuc-QUClwQqifk4VI2g,"ASMR PINK DESSERTS MUKBANG, HELLO KITTY, EDIBLE NAIL POLISH, MOCHI, STRAWBERRY JELLY, CHOCOLATE 먹방",,2022-12-14T01:00:03Z,https://www.youtube.com/watch?v=7ypWmNzvRB8
Re3nDWRzcOk,UCJf7bkqs_-s6TBgydlpZEOQ,Asmr ayam penyet sambel ijo |cooking asmr #shorts   #asmr #mukbang #asmrmasak #asmrindonesia,Asmr ayam penyet sambel ijo pedasss mantapp| cooking asmr | asmr indonesia ASMR adalah singkatan dari Autonomous ...,2022-07-19T15:06:48Z,https://www.youtube.com/watch?v=Re3nDWRzcOk
3hWdzVRw2-g,UCP1e4pbKQgrwI1KnR2Yb3TQ,Oliang the Pit Bull eats Quail combo [ASMR] | RAW diet | MUKBANG 犬が生の肉を食べる | 4K,Oliang the Pit Bull eats Quail&apple combo [ASMR] | RAW diet | MUKBANG 犬が生の肉を食べる | 4K ..to be continue with nomyen ...,2020-02-10T22:14:04Z,https://www.youtube.com/watch?v=3hWdzVRw2-g
ZnN4yyoRbTM,UCDUTwIwkYhvT3mgs_8_0lvQ,MUKBANG ENAK🔥‼️ BIKIN BOROS NASI ❌DIET | ASMR INDONESIA,"Makan enak dengan jengkol geprek sambel setan... bikin kalap‼️ . Terimakasih untuk yg sudah mampir di channel Amelia eats, ...",2021-05-08T21:48:14Z,https://www.youtube.com/watch?v=ZnN4yyoRbTM
LWVPCkvR07s,UC1QNo5XHHHGS2QrKoLDfc6g,ASMR Mukbang Delicious Donut Dining (plus more) || Eating Sounds,Video Sponsored by Ridge Wallet: https://www.ridge.com/WHISPER10 Use Code “WHISPER10” for 10% off your order” First ...,2020-03-18T20:05:12Z,https://www.youtube.com/watch?v=LWVPCkvR07s
v3BViobOiiw,UCLw-X5Ux-h6gG6rHSVyXqVw,Sanggupkah mukbang 6 bungkus Indomie Goreng? | Gagal diet lagi 🤭 | ASMR INDONESIA,Here's to order   Instagram @scarlett_whitening (https://www.instagram.com/scarlett_whitening/) shopee ...,2021-09-07T13:23:10Z,https://www.youtube.com/watch?v=v3BViobOiiw
I4u0oX_d7zE,UCI_OvtzK82eTL8KIRQ8G_EA,🤎🤎🤎 #shorts #mukbang #asmr #hair,,2023-01-09T15:55:31Z,https://www.youtube.com/watch?v=I4u0oX_d7zE
qMKkFAM6pmQ,UCybzQL-nUUIcbobgx6CrvkQ,"ASMR MUKBANG | SPICY MUTTON FAT CURRY, SPICY CHICKEN HYDERABADI EGG KORMA WITH PURI RICE EATING SHOW",Hello everyone Today is a fun and moving mukbang between grandpa and grandson. ASMR MUKBANG | SPICY MUTTON FAT ...,2022-05-15T11:01:03Z,https://www.youtube.com/watch?v=qMKkFAM6pmQ
jkQc_pEXqjA,UCN2Qt0Ha-fyU8D01jDbiwKw,ASMR Mukbang Food: Eating Plants Vs Zombie Real Life (No Talking),Plants Vs Zombies : zombie eating plants Eating Plants Vs Zombie Real Life ASMR 4K Today's special dish is Plants Vs Zombie ...,2020-03-23T08:13:23Z,https://www.youtube.com/watch?v=jkQc_pEXqjA
X5IveuKOONg,UC6QZ_ss3i_8qLV_RczPZBkw,ISSEI funny video 😂😂😂 Boiled Eggs 🥚 ASMR #shorts,"Welcome to the energetic and funny ISSEI Channel!! Please subscribe if you like this videos, and hit the Like button and Share!",2022-11-29T10:00:16Z,https://www.youtube.com/watch?v=X5IveuKOONg
pSFKNjzQRcU,UCOANcFMVFVOl0B_Qnayo18A,ASMR MUKBANG BURGER DIET HEALTHY FASTFOOD? MUKBANG INDONESIA | ASMR INDONESIA | Robius ASMR,ASMR MUKBANG BURGER DIET HEALTHY FASTFOOD? MUKBANG INDONESIA | ASMR INDONESIA Menu yang saya makan ...,2021-02-27T08:15:52Z,https://www.youtube.com/watch?v=pSFKNjzQRcU
lrgeRhBDpEE,UCcMC9kkiwKzpwlavj4ZZsKg,waht do you feel ? #shorts #mukbang #asmr #asmreating,"please subsribe https://www.youtube.com/@omdodik this video about : ASMR,MUKBANG,MUKBANG ASMR,먹방,EATING ...",2022-12-09T10:00:33Z,https://www.youtube.com/watch?v=lrgeRhBDpEE
gAulCE9knFg,UCCuC3tJoSXBsX75wcLehsog,리얼 밥도둑!!🦀알 그득한 간장게장+양념게장 10Kg 쌓아두고 먹방ㅣ Soy &amp; Spicy Seasoned raw Crab ASMR MUKBANGㅣReal Mukbang 리얼먹방,델킷 밥도둑 알배기 간장게장&양념게장⭐️ https://smartstore.naver.com/delkit/products/7656312253 호호홋 ❤️ 하찌님들 !,2023-02-06T12:00:23Z,https://www.youtube.com/watch?v=gAulCE9knFg
clblZzITpek,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR MUKBANG MOZZARELLA CORN DOGS &amp; MCDONALDS COPYCAT CHICKEN NUGGETS | COOKING &amp; EATING SOUNDS,"Join me on Fanhouse for exclusive content, extra mukbang videos, early access to YouTube videos, custom requests and more!",2022-10-13T01:54:45Z,https://www.youtube.com/watch?v=clblZzITpek
oFNWl1yLlsM,UCGISU4yWiEf4lB9RzdY8O4w,ASMR BLACK BEAN NOODLES SPICY CHICKEN RECIPE 진진짜라 핵불닭치킨 먹방 COOKING EATING SOUNDS MUKBANG | ZOEY ASMR,Today's menu is black bean noodles and spicy fried chicken :) 오늘 메뉴는 진진짜라와 핵불닭치킨입니다 :) Thank you for watching ...,2021-08-11T11:16:07Z,https://www.youtube.com/watch?v=oFNWl1yLlsM
SGm0WRAYolw,UC7u9o8BHiJyH2_cef_nC7tQ,Do Holiday Emoji&#39;s Cause Cavities !? ASMR Mukbang,Let's Find Out If Holiday Emoji's Will Cause Cavities and Then the best dental kit to clean my stained teeth !! SHOP HERE: ...,2022-12-17T15:15:01Z,https://www.youtube.com/watch?v=SGm0WRAYolw
vOYf0ys-8K0,UCIafb9ExBkh4WsCOagZssZA,ASMR MUKBANG| 디저트 초콜릿 &amp; 아이스크림 먹방 &amp; 레시피 CHOCOLATE DESSERT ICE CREAM EATING,초콜릿 #디저트 #먹방 #ASMR #MUKBANG 문의메일 sulgi506@gmail.com 인스타 https://www.instagram.com/sulgiiiii 환경을 위한 ...,2020-06-21T13:45:02Z,https://www.youtube.com/watch?v=vOYf0ys-8K0
VuvRQsM56xo,UCjC-vKs69D50d390QvsKJIQ,Yummy Lunch at Korean Convenience Store 🥪🧃 #asmr #koreanconveniencestore #편의점 #lifeinkorea #foodie,,2022-11-24T06:20:58Z,https://www.youtube.com/watch?v=VuvRQsM56xo
tG1xcEKAW3o,UCQ1k3iVCA9mkTuOJetyK_2Q,"ASMR Food eating kfc, MUKBANG Eating spicy food burn calories, Eating spicy food before sleeping",Please help Subscribe my Channel: https://www.youtube.com/c/TastyCookingSP/videos Thanks for watching my video!,2021-07-20T02:27:56Z,https://www.youtube.com/watch?v=tG1xcEKAW3o
cRTEPZqtE4k,UCUTZYyNhJSw1DXzJQltK13Q,KUMPULAN TIKTOK DEBORA MAKAN SESUAI EMOJI #mukbang #asmr,,2022-12-31T10:01:47Z,https://www.youtube.com/watch?v=cRTEPZqtE4k
j6nUoJAkuc8,UCbta5UYAzeIOQAL7-A4s0WA,ASMR MUKBANG PITBULL EATING RAW FOODS COW KIDNEY WHALE RIBS,THANK YOU FOR WATCHING THE VIDEO. PLEASE SUBSCRIBE TO THE CHANNEL. Today's meal Cow kidney Whale ribs ...,2022-08-07T15:00:13Z,https://www.youtube.com/watch?v=j6nUoJAkuc8
wnBcRrEh0zU,UC7wTjVHhMJwfsHR4shUS6Zg,MUKBANG RUJAK NANGKA MUDA LALAPAN BUMBU DAPUR - ASMR,mukbang #asmr #rujakbuah Terimakasih Bapak Ibu Tuhan Semoga Channel Ini Bisa Terus Berkembang Dan Bermanfaat.,2022-12-31T12:31:02Z,https://www.youtube.com/watch?v=wnBcRrEh0zU
HHoap1YSZuY,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR FRUITS RICE CAKE, STRAWBERRY RICE CAKE 화과자, 딸기 찹쌀떡 먹방 (EATING SOUNDS) NO TALKING MUKBANG","ASMR FRUITS RICE CAKE, STRAWBERRY RICE CAKE 화과자, 딸기 찹쌀떡 먹방 (EATING SOUNDS) NO TALKING MUKBANG ...",2019-10-05T10:22:02Z,https://www.youtube.com/watch?v=HHoap1YSZuY
GX388Z_ytBA,UCzF4JYxRi8R-figrEefeP1Q,ASMR AYAM GEPREK SAMBEL BAWANG SUPER HOT! | ASMR INDONESIA | NO TALKING,"Dalam video ini, aku makan ayam + nasi + lemon tea dari MOR Convenience Store. KHUSUS JADETABEK bisa order lewat ...",2021-03-20T06:00:07Z,https://www.youtube.com/watch?v=GX388Z_ytBA
zAX6KbQGG0c,UCRl1FYzjQ9hmKEfIJ8wHdKg,Best Viral Videos of Magnet Cooking : Satisfying video &amp; DIY Asmr (Full Synthetic Funny),Best Viral Videos of Magnet Cooking : Satisfying video & DIY Asmr (Full Synthetic Funny) Link: https://youtu.be/zAX6KbQGG0c ...,2021-05-23T11:00:17Z,https://www.youtube.com/watch?v=zAX6KbQGG0c
blWkv-5iGEA,UC6XhJjmBRn0R-Tispky3bBg,Asmr Eating Most Oily Mutton Fat Curry Eating Show Chicken Curry Challenge Video Mukbang Spicy Food,SpiceEatingSujata #asmr #mukbang #eatingshow #eating #muttonfatcurry #mutton #challenge #indianfood #food #challenge.,2023-02-05T07:40:01Z,https://www.youtube.com/watch?v=blWkv-5iGEA
43K_P5SrO2I,UCXvegTrNmaLy8AdYKW7jrKg,ASMR CHICKEN LEG FRY COOKING &amp; EATING SOUND | MUKBANG | FOODIES ASMR,ASMR CHICKEN LEG FRY COOKING & EATING SOUND | MUKBANG | FOODIES ASMR #chicken #food #foodie #foodporn ...,2023-02-03T12:30:03Z,https://www.youtube.com/watch?v=43K_P5SrO2I
j9qXsFhAaUs,UC-fOzirlhz6HNVXT1uy7MBQ,SADIS! ASMR BAKSO MONSTER KIKIL SETAN SIRAM SAMBEL 🔥 MUKBANG ASMR INDONESIA,Hari ini aku makan Bakso monster kikil setan yang disiram sama sambel pedas yg banyak nih guys. Baksonya ukuran jumbo ...,2021-10-19T04:30:08Z,https://www.youtube.com/watch?v=j9qXsFhAaUs
std8LZbajuo,UCeys4lz7B_gDFEHFE3kAFxw,ASMR Kura kura Mukbang #asmr #mukbang #kurakura #animals,animals #asmr #mukbang #kurakura #shorts #buah #food #hewanlucu #mobilelegends #freefire #fyp #hewanpeliharaan ...,2022-11-04T09:17:10Z,https://www.youtube.com/watch?v=std8LZbajuo
FIvrrUXMCjQ,UCdcZhYtGKo8n1VRLgxMe_hA,"(ENG SUB) ASMR COOKING &amp; EATING MUKBANG | ASIAN FOOD, KIMBAP, RAMEN","Hey, this time I wanted to amaze you and try to cook the food that I'll be eating. This will be my first ASMR COOKING & EATING ...",2022-04-07T11:14:41Z,https://www.youtube.com/watch?v=FIvrrUXMCjQ
VxS_P7pkq0w,UCI78AdiI6f7VKhqW1i4B3Rw,"ASMR POPEYES CHICKEN SANDWICH, FRIED CHICKEN &amp; FRIES MUKBANG (No Talking) EATING SOUNDS","BUY MY MERCH!: https://silencestudios.com/ ASMR POPEYES CHICKEN SANDWICH, FRIED CHICKEN & FRIES MUKBANG ...",2019-11-15T04:53:56Z,https://www.youtube.com/watch?v=VxS_P7pkq0w
3cxHwQl9pNM,UCRXiA3h1no_PFkb1JCP0yMA,Florence Pugh Eats 11 English Dishes - Mukbang | Vogue,"Florence Pugh was recently nominated for her first Oscar for her performance in 'Little Women,' and she's celebrating with a ...",2020-01-17T22:10:12Z,https://www.youtube.com/watch?v=3cxHwQl9pNM
4OYX_xNvFwQ,UCoL3ua-sN3L9P0cLhFAVYuw,Makan malem extremee gagal diet 😃😃 #shorts #mukbang #asmr #fyp #aliyafoodie #seblak,,2022-08-15T13:22:04Z,https://www.youtube.com/watch?v=4OYX_xNvFwQ
_88BbMcYOQs,UC0XHJla5EiNOtnBfuh3vPBA,Eating Huge Bahubali Thali | Birthday Special | Asmr Eating | Mukbang | Big Bites | Cake eating,Hi FOODIES Welcome to my channel ------------------------------------------------------------ My Cooking Channel : Darling Diary ...,2023-02-01T15:14:52Z,https://www.youtube.com/watch?v=_88BbMcYOQs
8PA6E-1hayM,UCLGe0PxyRFWmXVGJKq_gGvw,what i eat in a day (asmr mukbang),in this video I enjoy a day off of working and eating my favorite meals! #whatieatinaday are you ready for broken morning?,2022-02-14T23:03:54Z,https://www.youtube.com/watch?v=8PA6E-1hayM
tQ4PugWQh-4,UCUP0o29cCHxtfLhCuSb3Nog,spoon vs hand eating challenge |Asmr mukbang animation tacos chicken with fat vs thin #shorts #viral,spoon vs hand eating challenge |Asmr mukbang animation tacos chicken with fat vs thin #shorts #viral.,2023-02-02T18:13:29Z,https://www.youtube.com/watch?v=tQ4PugWQh-4
PO9m2_M0VqM,UC7u9o8BHiJyH2_cef_nC7tQ,Does Purple ASMR Snacks Cause Cavities !? *short&#39;s mukbang*,Best of Dental Digest 2022 Shorts! Enjoy this ASMR Mukbang of Compiled Shorts :) Let's Find Out If ASMR Snacks Will Cause ...,2022-12-27T12:15:02Z,https://www.youtube.com/watch?v=PO9m2_M0VqM
3da5RgijV4o,UC_Vk8-ltjwY2f8XDHQO2yzw,"ASMR, TANTANGAN MAKAN EMOJI YANG MEMUASKAN, GIGITAN ASMR YANG MEMUASKAN #asmr #shorts #mukbang","ASMR, TANTANGAN MAKAN EMOJI YANG MEMUASKAN, GIGITAN ASMR YANG MEMUASKAN Hastag: #asmr #shorts ...",2023-01-06T05:00:01Z,https://www.youtube.com/watch?v=3da5RgijV4o
VI8eRC4wPpk,UCbta5UYAzeIOQAL7-A4s0WA,ASMR Pitbull Eating Raw Foods VenisonSheep kidneyPig tailQuailDuck neck,THANK YOU FOR WATCHING THE VIDEO. PLEASE SUBSCRIBE TO THE CHANNEL. Today's menu Venison Sheep kidney Pig ...,2021-02-27T03:00:18Z,https://www.youtube.com/watch?v=VI8eRC4wPpk
wZpC5VhZXEE,UCZ4fHlVQNtIGssKm0VcJVfw,"Eating Challenge ( 16 eggs, 2 LB Ramen, 4 Legpiece ) | #asmr #food",,2022-07-07T10:03:57Z,https://www.youtube.com/watch?v=wZpC5VhZXEE
-ez55cSK2hk,UCIafb9ExBkh4WsCOagZssZA,ASMR MUKBANG| 편의점 직접 만든 불닭 떡볶이 양념치킨 김밥 디저트 먹방 &amp; 레시피 FRIED CHICKEN AND Tteokbokki EATING,먹방 #ASMR #MUKBANG #CVS #편의점 #불닭 #치킨 #떡볶이 문의메일 sulgi506@gmail.com 인스타 ...,2020-06-07T13:45:01Z,https://www.youtube.com/watch?v=-ez55cSK2hk
qhkiA7wFoMs,UC2B5onlYkZ7IaVekR9yIB6w,ASMR MUKBANG 편의점 핵불닭 미니!! 떡볶이 &amp; 핫도그 &amp; 치즈 피자 FIRE Noodle &amp; HOT DOG &amp; CHEESE PIZZA EATING SOUND!,먹방 #ASMR #MUKBANG 안녕하세요 맛있는 음식이 가득한 공삼테이블입니다! ✉비지니스 메일 : gongsam203@gmail.com ...,2022-02-26T13:00:21Z,https://www.youtube.com/watch?v=qhkiA7wFoMs
f9gdOE_rK_8,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR MUKBANG INDOMIE MI GORENG &amp; FRIED CHICKEN | COOKING &amp; EATING SOUNDS | Zach Choi ASMR,BUY MY MERCH!: http://www.silencestudios.com ASMR MUKBANG INDOMIE MI GORENG & FRIED CHICKEN | COOKING ...,2022-07-28T02:03:00Z,https://www.youtube.com/watch?v=f9gdOE_rK_8
EAvBzZ-kM7Y,UC4PpFUrfT2Pou7OwpVF0MUQ,[Mukbang ASMR] 매운맛 🔥 편의점 음식 핵불닭볶음면 만두 틈새라면 디저트 먹방 Korea Convenience Store Food Eatingshow Ssoyoung,Convenience_store #KoreanMukbang #Mukbang #Best #Reaction #Ssoyoung #Eatingsound #asmr 오늘도 쏘영이의 영상을 시청 ...,2021-08-29T09:30:04Z,https://www.youtube.com/watch?v=EAvBzZ-kM7Y
5SatLV_hSpo,UC7u9o8BHiJyH2_cef_nC7tQ,Gold ASMR Snacks vs Cavities !?,Let's Find Out If GOLD ASMR Snacks Will Cause Cavities! Then Use a Limited Edition 24K Gold Toothbrush To Clean My Stained ...,2023-01-05T14:55:21Z,https://www.youtube.com/watch?v=5SatLV_hSpo
